cleanprice	dirtyprice	netwage	leisuregood	cleangood	dirtygood	obs
1.609667	1.061333	11.07572	20	264.2329	13.26343	498
1.609667	1.061333	5.552144	30	138.7053	23.99014	499
1.609667	1.061333	6.98059	30	224.1864	42.25454	500
1.609667	1.061333	8.490107	30	142.7075	17.03228	501
1.606	1.049	13.38389	28	215.3423	14.51932	502
1.606	1.049	12.41247	30	302.22	62.0371	503
1.609667	1.061333	5.160229	30	153.7705	17.39467	504
1.606	1.049	9.362409	12	194.3121	23.8001	505
1.606	1.049	15.60391	47	85.19359	31.92213	506
1.606	1.049	18.9037	52	43.96219	6.477568	507
1.606	1.049	4.895278	48	252.4188	21.19234	508
1.609667	1.061333	4.285712	50	53.83341	4.348667	509
1.609667	1.061333	10.09591	70	74.74075	38.99305	510
1.609667	1.061333	6.440239	46	116.4619	16.91234	511
1.609667	1.061333	8.179025	10	192.2997	21.67085	512
1.606	1.049	10.56823	20	344.3337	24.41886	513
1.606	1.049	9.373298	63	149.8587	6.599692	514
1.606	1.049	8.085497	30	252.6822	23.46557	515
1.609667	1.061333	15.65454	30	300.5161	28.0489	516
1.606	1.049	12.00982	70	56.27253	5.548172	517
1.606	1.049	12.73497	10	661.1352	7.332991	518
1.606	1.049	4.784447	70	117.6592	3.370385	519
1.609667	1.061333	17.09329	65	193.1886	2.899111	520
1.606	1.049	13.92498	70	77.54574	3.299846	521
1.609667	1.061333	11.25922	70	187.2868	79.94299	522
1.609667	1.061333	4.397939	30	113.2349	37.00216	523
1.606	1.049	10.05371	70	67.77469	16.4259	524
1.609667	1.061333	9.313711	24	274.3401	61.38868	525
1.609667	1.061333	4.463181	30	186.3382	5.073444	526
1.609667	1.061333	4.822275	60	52.20861	4.348667	527
1.606	1.049	4.680771	35	165.593	19.43243	528
1.609667	1.061333	8.96431	35	320.8912	19.78232	529
1.609667	1.061333	5.380181	30	168.6954	11.25632	530
1.606	1.049	8.269371	30	231.3919	26.91208	531
1.609667	1.061333	7.791013	26	122.164	24.81412	532
1.606	1.049	6.807215	25	298.6636	31.89851	533
1.609667	1.061333	3.506361	30	11.89926	15.22033	534
1.606	1.049	9.244248	30	562.3503	96.3555	535
1.609667	1.061333	3.617289	45	121.7763	9.349633	536
1.606	1.049	4.482521	30	43.5147	21.99897	537
1.606	1.049	9.669077	45	94.93246	18.91912	538
1.609667	1.061333	12.94203	45	241.0795	28.26633	539
1.609667	1.061333	10.61262	20	541.1058	28.7012	540
1.606	1.049	21.51558	70	169.5565	5.133094	541
1.606	1.049	11.67608	30	154.9837	31.89851	542
1.606	1.049	6.754998	70	244.0063	22.19269	543
1.606	1.049	6.125203	30	80.75099	22.86677	544
1.606	1.049	7.64354	5	308.4586	56.17071	545
1.606	1.049	4.26567	30	112.4738	31.32941	546
1.606	1.049	12.41656	30	125.91	17.37919	547
1.606	1.049	3.489506	40	206.0662	19.13911	548
1.609667	1.061333	14.45822	70	231.5339	32.03518	549
1.609667	1.061333	11.96105	27	525.5565	15.43777	550
1.609667	1.061333	6.315194	25	147.57	32.615	551
1.606	1.049	8.930301	30	187.4102	18.33248	552
1.609667	1.061333	10.62833	30	154.3798	35.15172	553
1.609667	1.061333	5.605881	30	70.57056	10.29695	554
1.606	1.049	11.00064	10	204.4497	25.29882	555
1.609667	1.061333	8.109165	10	208.1654	36.5288	556
1.609667	1.061333	6.603311	22	148.9081	22.97545	557
1.609667	1.061333	8.931287	70	56.17433	11.80031	558
1.606	1.049	8.265751	28	210.4166	39.40758	559
1.609667	1.061333	12.79459	10	92.11176	29.86084	560
1.606	1.049	8.847585	30	177.0883	46.19785	561
1.609667	1.061333	11.63755	70	27.76495	17.39467	562
1.609667	1.061333	7.031909	30	443.7592	14.77131	563
1.609667	1.061333	9.27491	30	105.6956	22.05136	564
1.606	1.049	7.938156	44	293.4428	69.22343	565
1.606	1.049	9.615182	30	283.8275	34.83171	566
1.606	1.049	14.38664	70	78.84589	8.140777	567
1.606	1.049	15.4589	70	317.0323	35.34502	568
1.606	1.049	15.55298	30	112.2354	13.93268	569
1.606	1.049	9.5324	55	230.1585	3.299846	570
1.606	1.049	5.647618	35	177.7828	4.399795	571
1.609667	1.061333	9.625422	20	165.9445	13.11848	572
1.609667	1.061333	13.62449	70	114.5483	62.40336	573
1.606	1.049	8.479769	30	55.72876	5.58849	574
1.609667	1.061333	6.232273	25	364.2883	29.05848	575
1.609667	1.061333	9.560494	30	233.7321	27.90394	576
1.606	1.049	6.694107	45	269.0272	9.019579	577
1.609667	1.061333	8.252184	22	54.47258	10.32808	578
1.609667	1.061333	8.260886	40	155.1086	8.697333	579
1.606	1.049	3.64752	40	49.08276	14.02435	580
1.609667	1.061333	6.37906	45	114.0869	18.32814	581
1.606	1.049	4.703701	30	184.1651	16.49923	582
1.609667	1.061333	13.96108	38	213.5445	29.16098	583
1.606	1.049	6.516012	30	141.1174	63.35704	584
1.606	1.049	9.468772	70	138.2411	16.07414	585
1.609667	1.061333	15.28072	70	40.44827	21.5248	586
1.606	1.049	5.098061	34	87.34074	19.79907	587
1.609667	1.061333	7.952117	25	70.18893	52.54639	588
1.606	1.049	12.72406	40	444.044	31.89851	589
1.606	1.049	9.894019	30	1321.894	38.4982	590
1.606	1.049	9.49045	28	178.0223	28.01203	591
1.606	1.049	5.502583	56	35.86311	20.89902	592
1.606	1.049	12.24956	30	302.8188	95.69553	593
1.606	1.049	11.7384	70	115.0513	12.4445	594
1.606	1.049	7.688624	70	138.064	9.496223	595
1.606	1.049	8.807579	5	189.9248	31.89851	596
1.606	1.049	6.843952	30	208.928	27.86537	597
1.606	1.049	7.645554	27	222.1774	29.14087	598
1.609667	1.061333	14.30372	50	333.2511	51.45922	599
1.609667	1.061333	5.05413	25	217.0421	54.35833	600
1.609667	1.061333	5.434579	30	496.3761	69.28875	601
1.606	1.049	7.798743	20	196.9897	22.43895	602
1.609667	1.061333	9.162981	28	34.86064	7.113661	603
1.609667	1.061333	10.92903	25	443.379	43.48667	604
1.606	1.049	14.0853	30	144.6978	26.91208	605
1.609667	1.061333	4.211899	22	57.43545	25.97422	606
1.609667	1.061333	10.26692	30	266.9569	34.71685	607
1.606	1.049	7.539851	34	110.8763	46.74781	608
1.606	1.049	5.668823	30	60.80563	14.66598	609
1.609667	1.061333	9.763666	30	183.7815	17.39467	610
1.609667	1.061333	13.74339	30	169.2778	30.73058	611
1.609667	1.061333	16.79745	70	72.28252	7.485999	612
1.621333	1.105	13.45678	70	78.40275	22.98951	613
1.621333	1.105	12.70514	40	211.5306	21.78907	614
1.621333	1.105	14.21273	32	50.99156	16.18873	615
1.621333	1.105	13.24148	24	215.1782	22.00325	616
1.618	1.088667	11.09479	70	126.3193	1.907768	617
1.621333	1.105	12.04575	30	523.6194	72.53741	618
1.618	1.088667	6.633057	30	151.9088	34.62245	619
1.618	1.088667	8.17391	30	153.5847	34.62245	620
1.618	1.088667	10.04146	15	800.7499	36.88351	621
1.618	1.088667	8.701508	30	1511.957	110.0146	622
1.621333	1.105	8.742942	10	178.3077	23.80787	623
1.621333	1.105	9.787304	70	44.59767	20.32718	624
1.614333	1.074333	9.404233	70	152.4802	28.4971	625
1.614333	1.074333	10.81029	60	325.5928	47.82931	626
1.621333	1.105	7.88627	30	155.0837	28.19353	627
1.618	1.088667	8.966853	65	81.2199	4.48739	628
1.614333	1.074333	10.71971	30	86.94349	18.15079	629
1.621333	1.105	8.296457	30	166.3517	20.88409	630
1.621333	1.105	10.8905	70	198.5071	33.06648	631
1.621333	1.105	10.9141	30	117.6975	6.265228	632
1.621333	1.105	14.59959	70	374.0985	22.69405	633
1.618	1.088667	11.74817	10	422.9105	38.15535	634
1.614333	1.074333	6.832665	50	211.3161	13.53254	635
1.614333	1.074333	4.250084	30	86.97326	14.03375	636
1.614333	1.074333	7.224169	20	300.112	33.65236	637
1.614333	1.074333	8.335552	28	313.3349	14.32015	638
1.618	1.088667	12.03695	70	71.45977	17.88517	639
1.614333	1.074333	10.49184	70	71.90393	26.13428	640
1.614333	1.074333	9.724873	30	494.4844	31.43273	641
1.614333	1.074333	7.033831	15	342.4967	23.19864	642
1.614333	1.074333	8.836408	30	243.1344	24.84546	643
1.618	1.088667	7.828035	14	307.205	22.7519	644
1.618	1.088667	8.568178	10	264.4052	27.34467	645
1.618	1.088667	13.00244	70	101.1209	19.48549	646
1.621333	1.105	12.8786	70	104.2115	6.265228	647
1.621333	1.105	5.105142	35	197.817	11.61693	648
1.614333	1.074333	7.325799	30	202.2983	28.4255	649
1.618	1.088667	9.894479	30	189.8202	42.61827	650
1.621333	1.105	6.90897	30	57.77657	6.832547	651
1.618	1.088667	12.50504	20	248.3479	46.42234	652
1.614333	1.074333	10.48996	30	246.7915	23.05544	653
1.618	1.088667	7.843938	30	228.1306	14.83819	654
1.618	1.088667	11.34169	30	413.105	29.46441	655
1.614333	1.074333	5.068003	8	183.0361	21.08274	656
1.614333	1.074333	8.721676	30	358.7454	27.9243	657
1.618	1.088667	11.07304	70	67.5372	6.295312	658
1.618	1.088667	6.587973	20	463.9512	52.35762	659
1.621333	1.105	16.1992	70	142.9379	30.69962	660
1.614333	1.074333	8.948874	30	297.6223	20.40622	661
1.618	1.088667	8.689454	35	87.16972	3.597321	662
1.618	1.088667	11.08461	30	232.8254	14.69688	663
1.621333	1.105	9.58445	25	343.0937	15.45423	664
1.614333	1.074333	6.809398	35	104.4251	30.35872	665
1.618	1.088667	5.564798	20	1527.051	56.87974	666
1.621333	1.105	13.22822	70	32.26777	5.626804	667
1.621333	1.105	5.391803	30	230.7099	30.14271	668
1.614333	1.074333	14.66035	25	374.9345	27.06509	669
1.614333	1.074333	7.346976	20	197.9741	29.78591	670
1.621333	1.105	13.47127	70	125.6326	14.20118	671
1.618	1.088667	13.34484	10	1372.742	61.11922	672
1.621333	1.105	10.67609	70	197.5582	24.15594	673
1.621333	1.105	10.27158	42	348.4193	46.15385	674
1.614333	1.074333	12.18577	70	143.653	45.68128	675
1.618	1.088667	10.23603	30	344.7989	50.16722	676
1.621333	1.105	8.056213	35	678.9639	30.56039	677
1.614333	1.074333	6.054666	30	156.0063	18.6162	678
1.621333	1.105	7.179426	30	116.7486	35.50296	679
1.621333	1.105	6.709484	28	39.93034	11.2078	680
1.618	1.088667	10.32609	70	161.3459	38.36732	681
1.621333	1.105	12.04302	70	100.5108	5.221023	682
1.621333	1.105	6.431672	30	227.7446	17.61225	683
1.621333	1.105	6.290192	30	119.4453	6.226433	684
1.614333	1.074333	8.325745	30	274.2975	53.41417	685
1.618	1.088667	7.343726	35	100.8724	5.723303	686
1.614333	1.074333	5.292189	30	173.5058	34.43996	687
1.618	1.088667	10.56351	25	268.0303	17.73517	688
1.618	1.088667	9.480083	70	270.3242	10.59871	689
1.618	1.088667	10.99413	30	66.41103	31.47656	690
1.621333	1.105	8.48313	30	249.0471	48.03341	691
1.621333	1.105	3.958026	30	187.9389	28.19353	692
1.621333	1.105	11.23484	70	69.02783	6.63159	693
1.614333	1.074333	11.43783	30	187.5149	22.98384	694
1.618	1.088667	15.60767	70	130.6456	18.72439	695
1.618	1.088667	8.95001	30	253.1469	38.2715	696
1.621333	1.105	13.16519	32	192.8191	20.65841	697
1.621333	1.105	14.13698	70	32.67533	12.3906	698
1.618	1.088667	6.725688	35	220.5296	10.94185	699
1.618	1.088667	10.62496	35	141.0573	48.75406	700
1.618	1.088667	7.352724	70	124.6078	30.10033	701
1.614333	1.074333	8.042387	25	85.70829	28.85875	702
1.621333	1.105	8.398619	30	94.1177	23.73825	703
1.618	1.088667	10.2734	15	254.1243	7.843045	704
1.618	1.088667	13.09923	70	183.5837	21.33874	705
1.614333	1.074333	6.333189	10	267.1381	18.32979	706
1.614333	1.074333	10.13362	30	301.3628	23.05544	707
1.621333	1.105	7.242421	70	249.5097	5.777933	708
1.621333	1.105	14.3781	30	673.8637	49.28646	709
1.618	1.088667	9.329248	30	395.2648	33.13863	710
1.618	1.088667	6.541172	28	509.9832	9.492932	711
1.614333	1.074333	12.89253	30	203.7159	50.13843	712
1.618	1.088667	8.935085	30	62.23257	39.4272	713
1.621333	1.105	12.74194	30	122.3419	2.855008	714
1.621333	1.105	5.968531	26	375.4981	49.07762	715
1.621333	1.105	7.836735	30	227.9582	33.20571	716
1.621333	1.105	14.82635	70	52.8322	3.73586	717
1.618	1.088667	16.29476	50	96.74225	48.31402	718
1.614333	1.074333	9.322084	70	252.8312	77.18562	719
1.618	1.088667	11.8214	70	205.3342	14.20227	720
1.618	1.088667	7.089351	32	246.9335	53.48815	721
1.618	1.088667	16.84039	40	180.4697	103.0195	722
1.618	1.088667	11.78667	30	240.9904	26.06765	723
1.614333	1.074333	8.627014	30	251.9854	71.95876	724
1.618	1.088667	3.566796	23	332.8658	60.58929	725
1.618	1.088667	14.52488	70	81.91499	6.853832	726
1.614333	1.074333	7.43552	15	242.5626	29.82171	727
1.618	1.088667	10.9708	33	260.072	23.33262	728
1.618	1.088667	7.412845	36	77.40389	44.96652	729
1.621333	1.105	9.387557	30	182.6844	25.06091	730
1.614333	1.074333	8.544351	25	223.229	23.03637	731
1.614333	1.074333	8.684817	30	169.1339	32.22034	732
1.618	1.088667	12.32923	70	55.24389	30.27698	733
1.618	1.088667	10.81801	30	431.2066	35.68232	734
1.621333	1.105	6.385941	55	106.2136	27.22103	735
1.614333	1.074333	15.5214	70	108.5412	18.73219	736
1.618	1.088667	7.729226	30	291.2784	19.07767	737
1.618	1.088667	11.18567	70	30.90235	4.946064	738
1.621333	1.105	6.264417	30	64.29514	14.37349	739
1.614333	1.074333	4.505624	30	181.3561	64.79868	740
1.614333	1.074333	11.30818	38	858.3998	46.18249	741
1.614333	1.074333	11.87556	30	382.3441	55.49059	742
1.614333	1.074333	9.098506	30	527.6016	27.03552	743
1.614333	1.074333	8.181031	30	142.843	24.91706	744
1.618	1.088667	7.500684	30	223.3051	11.65858	745
1.621333	1.105	8.509081	70	36.09787	6.645278	746
1.621333	1.105	11.55781	30	546.2859	26.73164	747
1.618	1.088667	4.757015	30	139.016	8.693526	748
1.618	1.088667	5.900362	15	229.7114	3.815535	749
1.618	1.088667	14.18088	50	103.8022	12.36516	750
1.614333	1.074333	11.82428	40	347.348	53.77217	751
1.614333	1.074333	9.404233	70	67.42483	20.40622	752
1.618	1.088667	9.563679	30	226.7044	40.62839	753
1.618	1.088667	11.81756	30	80.8453	20.84413	754
1.621333	1.105	5.619628	22	134.7128	16.98238	755
1.621333	1.105	14.1063	70	55.49712	21.41256	756
1.618	1.088667	8.489471	40	187.3409	35.97321	757
1.618	1.088667	8.916079	30	410.6803	86.98007	758
1.614333	1.074333	12.4542	70	89.15347	18.02406	759
1.618	1.088667	11.84068	30	212.9172	18.30044	760
1.621333	1.105	16.35691	70	125.0633	21.9283	761
1.614333	1.074333	9.837347	35	125.6055	12.17213	762
1.614333	1.074333	7.945156	20	1048.8	20.46267	763
1.614333	1.074333	6.73311	15	370.0504	37.8768	764
1.618	1.088667	5.93643	30	80.09596	15.86532	765
1.614333	1.074333	10.68894	70	49.00808	5.370057	766
1.621333	1.105	10.85747	30	175.8094	29.14077	767
1.614333	1.074333	6.872697	20	172.8625	21.48023	768
1.621333	1.105	15.78868	30	69.64608	19.24669	769
1.614333	1.074333	8.380162	40	229.1372	19.69021	770
1.618	1.088667	8.313783	20	352.7384	19.43097	771
1.621333	1.105	9.86882	70	130.2341	14.27504	772
1.618	1.088667	6.884312	45	120.8876	6.500542	773
1.618	1.088667	7.350634	30	291.005	12.71845	774
1.614333	1.074333	5.391459	36	138.4115	30.50192	775
1.618	1.088667	14.53781	70	82.72321	16.95794	776
1.614333	1.074333	5.947914	30	143.7457	23.84644	777
1.618	1.088667	5.388505	35	111.498	8.478968	778
1.614333	1.074333	7.480589	30	228.0051	34.93427	779
1.621333	1.105	16.72991	70	90.62101	7.783042	780
1.618	1.088667	13.71431	70	87.95284	5.299355	781
1.618	1.088667	10.14788	30	144.0881	6.359226	782
1.621333	1.105	7.496648	40	350.4239	33.55378	783
1.621333	1.105	9.442191	30	175.8643	9.397841	784
1.618	1.088667	8.404013	35	123.8471	44.92086	785
1.621333	1.105	10.33121	25	491.8435	32.23112	786
1.618	1.088667	13.85121	30	261.8499	17.94715	787
1.614333	1.074333	14.05357	34	111.108	20.62102	788
1.614333	1.074333	5.124626	30	81.77456	18.88476	789
1.621333	1.105	10.93301	70	154.1941	19.83989	790
1.618	1.088667	11.62489	27	144.6111	18.65373	791
1.614333	1.074333	14.79306	70	165.572	45.75288	792
1.621333	1.105	6.194204	37	222.2233	24.1199	793
1.621333	1.105	5.96251	30	160.9668	4.872955	794
1.618	1.088667	9.58599	30	119.2949	22.04531	795
1.614333	1.074333	10.57765	65	121.098	17.61146	796
1.614333	1.074333	12.18284	70	107.1173	50.62173	797
1.614333	1.074333	12.55422	70	212.2691	18.7594	798
1.614333	1.074333	11.45191	70	68.94563	29.28471	799
1.614333	1.074333	6.300962	55	154.7793	7.876083	800
1.618	1.088667	8.509258	20	223.7737	30.77708	801
1.621333	1.105	9.334392	35	86.68883	17.68424	802
1.618	1.088667	10.90372	32	388.2286	97.64944	803
1.621333	1.105	10.73666	30	154.8583	8.353637	804
1.621333	1.105	5.347725	32	130.9424	36.26871	805
1.618	1.088667	4.694974	22	83.12732	15.47412	806
1.621333	1.105	7.605472	25	195.2453	16.70727	807
1.621333	1.105	13.40625	70	122.5724	13.57466	808
1.621333	1.105	8.737765	30	255.9147	33.83223	809
1.621333	1.105	13.36648	30	250.2214	47.26767	810
1.614333	1.074333	9.23615	30	237.6862	37.20484	811
1.618	1.088667	6.274983	30	255.0038	19.7136	812
1.614333	1.074333	7.157761	25	469.3054	32.00554	813
1.621333	1.105	9.882133	40	346.6876	13.57466	814
1.614333	1.074333	6.300014	30	158.1267	8.592091	815
1.618	1.088667	11.28749	30	147.731	19.18366	816
1.621333	1.105	8.430119	25	127.1745	18.65646	817
1.621333	1.105	8.40226	30	165.3435	65.2976	818
1.621333	1.105	8.437184	30	318.4582	25.82666	819
1.614333	1.074333	12.30462	15	409.3259	58.21141	820
1.621333	1.105	7.639083	40	78.54475	22.15093	821
1.618	1.088667	10.80804	70	49.41524	14.65378	822
1.621333	1.105	6.913238	30	160.5953	23.70149	823
1.614333	1.074333	8.617911	30	266.1613	28.2107	824
1.621333	1.105	7.525119	30	316.0148	15.24539	825
1.621333	1.105	9.358705	30	240.9223	33.34494	826
1.618	1.088667	7.212602	45	135.067	6.359226	827
1.621333	1.105	9.106157	15	234.9799	36.40794	828
1.614333	1.074333	14.81934	70	84.67415	9.952505	829
1.621333	1.105	15.77884	70	101.2299	19.39534	830
1.618	1.088667	5.95694	25	653.3707	21.48005	831
1.621333	1.105	3.737779	33	179.2684	4.5945	832
1.618	1.088667	11.10125	20	395.5382	35.75298	833
1.618	1.088667	6.481713	30	156.5917	38.77361	834
1.621333	1.105	5.644896	30	118.9074	5.325444	835
1.614333	1.074333	9.988151	30	2213.845	43.03205	836
1.618	1.088667	8.284966	30	151.4124	21.13426	837
1.618	1.088667	15.50342	70	65.25143	10.14336	838
1.621333	1.105	5.329746	25	109.8556	21.58281	839
1.621333	1.105	7.811349	39	248.458	26.87646	840
1.621333	1.105	8.900979	30	187.3919	8.368128	841
1.621333	1.105	5.935272	22	62.4743	3.938762	842
1.618	1.088667	6.913087	10	107.0291	37.66075	843
1.618	1.088667	15.18272	70	156.8413	7.419097	844
1.621333	1.105	5.440643	25	325.7765	41.76818	845
1.614333	1.074333	12.27529	30	237.4402	36.15838	846
1.618	1.088667	6.890844	30	145.0706	12.71845	847
1.621333	1.105	4.761984	25	321.1981	16.70727	848
1.614333	1.074333	5.899374	26	155.4458	7.594407	849
1.614333	1.074333	8.2592	30	229.9115	48.76012	850
1.621333	1.105	11.77879	70	133.3877	.5414671	851
1.621333	1.105	10.7659	30	136.2364	18.93491	852
1.621333	1.105	8.436995	30	164.3827	32.02228	853
1.614333	1.074333	6.002279	30	338.6371	5.871262	854
1.621333	1.105	10.61083	30	262.4146	57.93596	855
1.614333	1.074333	5.908711	24	167.8432	23.52173	856
1.621333	1.105	8.112446	38	177.8139	14.27504	857
1.618	1.088667	11.36501	25	91.79185	10.59871	858
1.614333	1.074333	10.16616	20	594.6118	45.82449	859
1.614333	1.074333	13.87232	30	387.2401	67.30471	860
1.621333	1.105	10.49055	34	145.0848	34.80682	861
1.614333	1.074333	11.28397	70	120.7929	25.34667	862
1.618	1.088667	9.016904	30	247.302	27.55664	863
1.618	1.088667	7.304946	20	307.205	18.22978	864
1.621333	1.105	6.016528	30	229.8915	15.17577	865
1.614333	1.074333	7.905495	10	251.0205	65.65789	866
1.618	1.088667	11.22681	25	256.2637	15.47412	867
1.621333	1.105	8.498768	30	214.9769	21.16644	868
1.621333	1.105	13.86026	70	80.73027	7.27543	869
1.614333	1.074333	13.58558	70	76.13087	9.113289	870
1.621333	1.105	4.685946	50	111.3519	12.53046	871
1.621333	1.105	12.5424	20	569.4031	18.8653	872
1.621333	1.105	11.74129	25	238.1468	27.91507	873
1.618	1.088667	10.41941	55	326.0554	11.65858	874
1.618	1.088667	8.172809	30	349.565	9.538837	875
1.614333	1.074333	15.83201	70	82.83962	17.97179	876
1.614333	1.074333	8.174233	5	295.7043	12.88814	877
1.618	1.088667	15.26495	70	63.23096	3.073626	878
1.618	1.088667	5.95694	30	128.8509	20.42018	879
1.621333	1.105	8.732211	14	214.9228	34.66759	880
1.621333	1.105	19.76294	70	71.5479	6.430633	881
1.621333	1.105	8.088365	30	398.9001	35.50296	882
1.614333	1.074333	6.387619	30	134.3367	14.58126	883
1.618	1.088667	10.27496	22	648.3299	29.39375	884
1.621333	1.105	3.731801	22	186.9709	25.80291	885
1.614333	1.074333	14.7452	70	59.7534	8.102387	886
1.618	1.088667	11.99735	30	102.7265	8.478968	887
1.618	1.088667	8.902007	40	181.6702	13.9903	888
1.618	1.088667	10.10784	30	169.749	23.10519	889
1.614333	1.074333	5.017597	30	175.7334	43.39006	890
1.618	1.088667	7.409389	28	211.453	44.76667	891
1.621333	1.105	10.62057	20	295.341	17.54264	892
1.618	1.088667	7.804749	30	342.9566	21.83334	893
1.614333	1.074333	10.95484	15	559.2528	24.27266	894
1.621333	1.105	12.30196	70	80.71052	17.24213	895
1.614333	1.074333	11.47313	20	379.11	30.42826	896
1.621333	1.105	11.43911	31	175.6508	40.09746	897
1.614333	1.074333	11.54078	30	159.0847	4.303497	898
1.618	1.088667	12.50073	30	319.138	79.41966	899
1.618	1.088667	17.89376	70	54.13168	13.74567	900
1.618	1.088667	4.823261	30	114.1168	14.44124	901
1.618	1.088667	6.825729	30	168.917	34.41048	902
1.618	1.088667	6.133115	28	185.3665	35.32903	903
1.621333	1.105	10.68303	64	69.82619	11.48625	904
1.618	1.088667	10.71961	30	57.44957	20.19325	905
